max,min,wind,rain,humidi,cloud,pressure,date,temp
37,29,8,4.5,67,15,1008,2019-06-01,34.867943725152294
35,29,7,27.1,69,75,1010,2020-06-01,42.66754921336125
35,28,10,2.1,68,60,1006,2021-06-01,42.50763340389898
30,24,6,11.8,91,60,1008,2009-06-18,37.480306154330094
30,25,8,17.6,90,46,1010,2010-06-18,34.102943725152286
31,25,12,30.4,85,68,1006,2011-06-18,36.521539030917346
32,25,15,6.8,78,48,1008,2012-06-18,36.216209992275544
31,25,11,8.9,86,56,1004,2013-06-18,37.41502512578676
32,26,7,26.0,85,58,1008,2014-06-18,36.71254921336124
32,26,16,12.5,74,48,1007,2015-06-18,35.68500000000001
34,27,6,10.8,75,25,1009,2016-06-18,33.830306154330096
33,26,12,3.6,77,33,1007,2017-06-18,34.90153903091735
29,25,15,37.1,88,81,1007,2018-06-18,36.95120999227556
29,25,11,4.6,87,51,1008,2019-06-18,36.16002512578676
30,27,6,1.1,79,46,1009,2020-06-18,37.565306154330095
33,27,9,2.9,71,51,1009,2021-06-18,39.305
31,24,8,17.1,90,40,1008,2009-06-20,32.93794372515229
30,25,6,12.3,90,44,1008,2010-06-20,34.6853061543301
28,24,13,2.5,87,69,1007,2011-06-20,38.881669234721606
32,25,14,16.6,79,27,1007,2012-06-20,30.625005567935627
31,26,12,30.8,86,50,1005,2013-06-20,33.36153903091735
32,25,11,12.8,82,41,1007,2014-06-20,34.310025125786765
33,26,18,17.2,75,45,1007,2015-06-20,34.75441558772844
33,26,6,20.0,82,65,1008,2016-06-20,39.57030615433009
33,27,15,1.2,73,45,1008,2017-06-20,37.85620999227555
31,25,11,18.5,82,50,1009,2018-06-20,34.795025125786765
33,26,10,16.8,79,41,1007,2019-06-20,34.74263340389897
34,28,6,14.3,73,66,1007,2020-06-20,41.925306154330094
30,25,7,13.9,90,36,1008,2009-06-22,32.72754921336124
30,25,9,22.2,92,73,1008,2010-06-22,38.71
32,26,14,26.4,83,44,1005,2011-06-22,33.09500556793564
34,25,9,3.7,76,18,1008,2012-06-22,32.165
31,25,13,31.1,88,46,1006,2013-06-22,31.991669234721613
32,25,9,18.5,84,65,1009,2014-06-22,38.525
31,26,22,16.8,77,46,1007,2015-06-22,33.785750544105944
32,26,11,23.8,81,48,1008,2016-06-22,34.560025125786765
29,26,11,39.2,89,79,1008,2017-06-22,37.11002512578676
33,26,10,5.2,76,27,1009,2018-06-22,33.66263340389897
32,27,7,20.0,81,21,1005,2019-06-22,30.572549213361246
33,28,9,5.7,74,51,1006,2020-06-22,39.385000000000005
33,26,5,5.5,85,36,1009,2009-05-31,36.153359213500124
34,26,6,8.5,83,25,1009,2010-05-31,33.8353061543301
33,26,8,6.2,77,43,1008,2011-05-31,36.91294372515228
34,26,8,21.5,78,37,1006,2012-05-31,33.89794372515228
34,27,5,12.6,75,27,1008,2013-05-31,34.06835921350012
34,27,7,3.7,75,28,1007,2014-05-31,35.33754921336125
34,28,12,24.4,69,30,1008,2015-05-31,32.541539030917356
33,27,11,6.1,75,32,1010,2016-05-31,34.93502512578676
33,27,8,22.7,79,29,1009,2017-05-31,32.197943725152285
35,28,7,30.7,68,39,1009,2018-05-31,34.38754921336125
36,28,10,0.0,67,16,1008,2019-05-31,34.542633403898975
35,29,8,0.3,65,46,1011,2020-05-31,40.71794372515228
34,28,11,0.8,68,61,1006,2021-05-31,42.310025125786765
31,25,6,7.1,88,42,1008,2009-06-23,35.525306154330096
30,25,6,16.7,92,54,1010,2010-06-23,36.10530615433009
31,25,16,13.5,84,42,1003,2011-06-23,33.455
34,26,10,4.5,78,18,1007,2012-06-23,32.46763340389898
31,25,11,9.1,85,31,1006,2013-06-23,32.40502512578676
32,25,11,8.5,80,57,1007,2014-06-23,38.115025125786765
32,24,6,5.1,88,45,1007,2009-06-24,36.4053061543301
32,25,6,8.0,86,34,1008,2010-06-24,34.25030615433009
32,25,17,2.0,81,36,1003,2011-06-24,34.34613662462941
33,25,12,20.9,81,24,1008,2012-06-24,30.106539030917347
32,25,7,6.5,83,30,1009,2013-06-24,33.51754921336124
33,25,12,21.4,81,51,1007,2014-06-24,35.41153903091735
32,26,19,7.7,78,51,1009,2015-06-24,36.909660633875596
32,26,9,26.0,82,77,1008,2016-06-24,40.24
32,25,11,21.6,81,60,1006,2017-06-24,36.750025125786756
33,26,11,9.1,77,54,1008,2018-06-24,38.385025125786754
33,26,11,5.3,80,41,1008,2019-06-24,36.41502512578676
36,27,6,2.2,69,59,1007,2020-06-24,42.7603061543301
29,25,8,21.1,91,43,1008,2009-06-19,32.45794372515228
32,24,7,8.8,86,52,1009,2010-06-19,37.132549213361244
30,24,14,7.0,87,75,1006,2011-06-19,40.30500556793564
32,25,14,2.0,78,46,1007,2012-06-19,36.595005567935644
32,26,13,25.4,84,44,1004,2013-06-19,33.32666923472161
33,26,9,9.9,81,47,1007,2014-06-19,37.115
33,26,15,12.4,74,35,1007,2015-06-19,33.67620999227555
32,26,8,9.9,81,47,1008,2016-06-19,36.737943725152284
34,26,11,7.9,73,31,1008,2017-06-19,34.38502512578676
29,25,15,40.0,87,75,1008,2018-06-19,35.316209992275546
33,26,12,13.7,79,37,1008,2019-06-19,34.24653903091735
34,28,6,4.2,70,63,1008,2020-06-19,42.80030615433009
31,26,18,14.0,78,55,1008,2015-06-23,36.314415587728426
31,25,9,22.7,83,79,1008,2016-06-23,40.154999999999994
31,25,12,15.6,82,51,1007,2017-06-23,35.30153903091735
34,26,10,10.1,76,43,1008,2018-06-23,36.60763340389897
32,26,11,4.3,82,46,1006,2019-06-23,37.06502512578676
34,28,8,2.2,73,53,1007,2020-06-23,40.912943725152296
30,25,9,19.5,90,43,1006,2009-06-15,33.035000000000004
31,26,5,19.2,90,48,1009,2010-06-15,35.598359213500125
32,24,13,0.0,76,58,1008,2011-06-15,38.85666923472161
32,25,15,9.3,81,28,1005,2012-06-15,31.841209992275548
30,25,10,10.8,87,57,1004,2013-06-15,36.942633403898974
34,26,7,9.8,79,51,1007,2014-06-15,38.60254921336125
32,27,7,0.7,74,36,1007,2015-06-15,36.36754921336125
34,27,10,7.2,72,44,1007,2016-06-15,37.64263340389898
34,26,8,4.5,74,36,1010,2017-06-15,36.24794372515229
32,27,16,23.0,76,48,1008,2018-06-15,34.669999999999995
33,27,14,22.7,81,43,1008,2019-06-15,34.47000556793564
30,25,8,38.1,86,70,1010,2020-06-15,35.74794372515228
33,26,13,0.0,70,32,1008,2021-06-15,35.03666923472161
32,25,9,13.6,88,27,1007,2009-06-25,31.7
32,25,6,8.3,87,38,1007,2010-06-25,35.0053061543301
33,26,16,1.6,76,22,1005,2011-06-25,32.620000000000005
34,25,11,11.0,79,22,1008,2012-06-25,31.740025125786758
34,26,7,5.2,77,18,1010,2013-06-25,32.71254921336124
32,25,8,8.3,85,66,1008,2014-06-25,40.35794372515229
31,25,12,9.2,81,55,1009,2015-06-25,37.08153903091735
32,26,8,23.8,82,61,1009,2016-06-25,37.49294372515229
31,25,12,6.6,80,49,1007,2017-06-25,36.21153903091735
33,26,10,1.8,76,36,1008,2018-06-25,35.95263340389897
33,27,9,10.7,79,39,1009,2019-06-25,35.895
34,27,9,11.9,71,64,1007,2020-06-25,41.01500000000001
30,25,6,18.9,90,31,1009,2009-06-28,31.1153061543301
31,25,6,11.1,90,56,1007,2010-06-28,37.7453061543301
33,26,8,4.0,80,37,1008,2011-06-28,36.102943725152286
33,25,12,11.5,80,63,1007,2012-06-28,39.27653903091735
34,26,9,10.7,79,30,1007,2013-06-28,34.05500000000001
32,26,12,9.6,79,26,1007,2014-06-28,32.14153903091735
34,26,11,4.6,74,23,1012,2015-06-28,33.38002512578676
27,24,14,31.1,92,92,1008,2016-06-28,38.730005567935635
32,26,9,22.0,81,38,1009,2017-06-28,33.040000000000006
34,26,5,8.4,74,37,1009,2018-06-28,36.19835921350013
31,25,17,17.9,83,40,1007,2019-06-28,32.381136624629406
31,27,10,13.8,75,67,1008,2020-06-28,39.832633403898974
31,25,7,15.1,89,31,1008,2009-06-26,32.02754921336125
30,26,7,28.0,91,40,1008,2010-06-26,31.93254921336124
33,26,10,4.9,79,22,1007,2011-06-26,32.72763340389898
34,25,11,2.1,75,20,1008,2012-06-26,32.59502512578676
35,25,8,5.1,76,17,1009,2013-06-26,32.377943725152285
33,25,8,0.8,76,42,1009,2014-06-26,37.02294372515229
32,25,14,17.1,74,46,1009,2015-06-26,34.290005567935644
30,26,11,44.9,88,60,1009,2016-06-26,32.95502512578676
32,25,9,1.8,77,33,1008,2017-06-26,34.46999999999999
33,26,9,22.7,78,45,1008,2018-06-26,34.754999999999995
33,25,15,10.2,81,29,1008,2019-06-26,32.466209992275544
33,26,10,17.7,72,64,1007,2020-06-26,39.067633403898974
30,25,9,19.4,90,33,1008,2009-06-21,31.09
29,25,8,11.8,92,55,1007,2010-06-21,36.252943725152285
31,25,15,14.6,83,55,1007,2011-06-21,36.026209992275554
33,25,11,1.3,78,25,1008,2012-06-21,33.275025125786755
31,26,10,39.7,88,66,1007,2013-06-21,35.48763340389898
30,26,11,9.0,86,72,1009,2014-06-21,40.70002512578676
32,26,18,21.5,77,56,1007,2015-06-21,35.84941558772843
32,26,6,6.0,81,43,1007,2016-06-21,36.7303061543301
33,27,10,16.6,76,56,1008,2017-06-21,38.23263340389897
33,26,10,3.0,78,27,1010,2018-06-21,34.052633403898966
34,27,8,10.6,78,26,1006,2019-06-21,33.83294372515229
33,27,7,6.1,72,51,1006,2020-06-21,38.997549213361246
31,25,4,30.7,90,56,1010,2009-07-01,35.135000000000005
29,26,4,10.8,92,58,1008,2010-07-01,38.02
32,25,6,19.9,85,51,1009,2011-07-01,35.8653061543301
31,24,10,7.2,85,63,1006,2012-07-01,38.682633403898976
34,26,9,16.6,78,26,1005,2013-07-01,32.31
33,25,11,1.3,77,27,1009,2014-07-01,33.67502512578676
35,26,17,6.5,69,26,1009,2015-07-01,33.55113662462941
32,26,9,1.7,80,30,1009,2016-07-01,34.464999999999996
32,26,10,10.2,81,39,1009,2017-07-01,34.91263340389898
34,26,12,15.0,77,31,1008,2018-07-01,33.311539030917345
32,26,16,12.5,81,41,1007,2019-07-01,34.425000000000004
29,26,9,0.3,76,51,1007,2020-07-01,37.255
31,25,5,7.3,88,38,1009,2009-06-29,34.84335921350013
31,25,7,4.1,88,33,1008,2010-06-29,34.05754921336124
33,25,10,17.4,82,42,1008,2011-06-29,34.432633403898976
32,25,10,24.5,82,47,1006,2012-06-29,33.82763340389898
34,25,9,1.6,79,23,1007,2013-06-29,33.519999999999996
30,25,9,8.1,84,38,1007,2014-06-29,33.645
33,26,15,41.6,75,30,1011,2015-06-29,28.396209992275544
29,25,12,17.2,86,59,1010,2016-06-29,35.80153903091735
32,26,8,4.8,80,33,1009,2017-06-29,34.70294372515229
33,26,8,9.0,75,33,1007,2018-06-29,34.432943725152285
32,25,13,8.3,81,42,1007,2019-06-29,34.99166923472161
26,25,10,24.8,84,85,1008,2020-06-29,38.46263340389897
32,25,4,11.1,87,37,1009,2009-06-30,34.695
34,25,6,2.0,84,20,1008,2010-06-30,33.3103061543301
31,25,8,27.3,85,46,1009,2011-06-30,33.02794372515229
28,25,10,24.4,90,74,1006,2012-06-30,37.402633403898975
35,26,9,4.5,74,27,1007,2013-06-30,34.785000000000004
33,25,11,15.0,83,37,1007,2014-06-30,33.700025125786766
34,26,15,5.8,71,35,1010,2015-06-30,35.16620999227555
31,25,8,13.5,82,27,1010,2016-06-30,31.25794372515229
32,26,9,11.5,82,41,1008,2017-06-30,35.214999999999996
34,26,11,5.0,75,33,1007,2018-06-30,35.240025125786765
31,26,15,11.4,81,36,1007,2019-06-30,33.166209992275554
31,26,9,16.2,80,66,1008,2020-06-30,38.97
33,26,10,11.0,81,30,1008,2009-06-14,33.472633403898975
30,25,6,14.8,89,34,1009,2009-07-04,32.3103061543301
29,25,6,2.9,89,58,1011,2010-07-04,38.4353061543301
31,25,6,6.4,82,58,1009,2011-07-04,38.7303061543301
31,25,11,9.6,85,51,1003,2012-07-04,36.27002512578676
34,25,6,11.3,82,37,1006,2013-07-04,35.2353061543301
34,26,10,10.6,80,38,1005,2014-07-04,35.55263340389898
34,26,18,13.1,73,44,1006,2015-07-04,35.609415587728435
34,26,11,1.4,73,33,1009,2016-07-04,35.780025125786764
33,26,12,1.4,78,48,1008,2017-07-04,38.271539030917346
32,25,17,46.1,80,40,1008,2018-07-04,28.61113662462941
32,24,11,7.6,85,33,1009,2019-07-04,33.09002512578676
29,24,10,6.7,80,60,1010,2020-07-04,37.13763340389897
32,26,4,13.3,87,47,1010,2010-06-14,36.885
30,25,12,2.4,81,67,1009,2011-06-14,40.00153903091735
33,26,13,3.3,77,22,1007,2012-06-14,32.661669234721614
29,25,12,9.1,89,66,1004,2013-06-14,38.35653903091735
31,26,6,5.9,83,43,1007,2014-06-14,36.2853061543301
34,27,8,35.4,76,46,1007,2015-06-14,34.09294372515229
33,26,12,14.3,79,42,1008,2016-06-14,35.156539030917344
32,26,12,4.3,80,40,1010,2017-06-14,35.81653903091735
34,27,14,9.6,75,51,1008,2018-06-14,38.41500556793564
33,27,13,15.5,79,32,1008,2019-06-14,33.391669234721604
32,26,10,38.1,81,72,1007,2020-06-14,37.28763340389897
33,25,10,2.0,72,70,1009,2021-06-14,42.16263340389898
30,24,5,19.3,90,68,1010,2009-07-05,38.10335921350012
33,24,3,13.1,84,34,1010,2010-07-05,33.91576951545866
32,25,7,8.9,82,56,1009,2011-07-05,38.33754921336125
30,25,13,34.8,84,64,1004,2012-07-05,34.41666923472161
33,25,6,19.8,84,43,1006,2013-07-05,34.70030615433009
33,26,10,14.5,84,57,1006,2014-07-05,38.36763340389898
33,27,21,6.6,73,36,1006,2015-07-05,34.7804545830265
34,26,10,3.6,77,42,1007,2016-07-05,37.38263340389898
32,26,9,10.7,79,71,1009,2017-07-05,41.295
31,25,16,26.0,81,43,1007,2018-07-05,31.8
31,25,10,30.7,83,29,1009,2019-07-05,28.877633403898972
33,26,6,0.4,71,35,1007,2020-07-05,36.27030615433009
31,25,8,16.1,89,35,1008,2009-06-27,32.56794372515229
31,25,6,19.7,91,45,1008,2010-06-27,34.2953061543301
31,25,9,4.1,82,50,1008,2011-06-27,37.125
33,25,13,30.9,80,46,1008,2012-06-27,32.90166923472161
34,26,8,2.7,78,27,1008,2013-06-27,34.75794372515228
34,26,8,4.2,73,15,1009,2014-06-27,32.05294372515228
33,25,9,14.9,72,24,1011,2015-06-27,31.165
27,25,12,19.3,89,91,1008,2016-06-27,40.906539030917344
32,26,9,8.3,80,34,1008,2017-06-27,34.255
33,26,5,7.1,75,43,1009,2018-06-27,37.11335921350013
29,25,16,5.5,83,36,1007,2019-06-27,32.515
33,27,9,14.9,73,61,1008,2020-06-27,39.525
32,25,4,8.1,86,53,1010,2009-07-06,38.345
31,25,4,5.9,87,19,1010,2010-07-06,31.394999999999996
33,25,6,27.5,83,54,1008,2011-07-06,35.7653061543301
31,26,10,20.1,84,56,1006,2012-07-06,36.32763340389897
31,25,7,12.8,85,51,1007,2013-07-06,36.272549213361245
33,25,9,3.1,82,44,1007,2014-07-06,37.055
33,26,18,24.6,75,44,1006,2015-07-06,33.42441558772843
31,26,12,6.8,81,64,1008,2016-07-06,39.72153903091734
33,26,9,8.3,77,55,1009,2017-07-06,38.915
30,25,16,35.9,82,47,1007,2018-07-06,30.635
32,25,10,24.4,82,26,1008,2019-07-06,29.682633403898972
32,27,8,3.2,77,55,1007,2020-07-06,39.74294372515229
31,25,6,12.8,88,37,1009,2009-07-08,33.690306154330095
34,25,5,8.9,82,24,1010,2010-07-08,33.20335921350013
29,25,11,20.5,91,66,1008,2011-07-08,36.85502512578676
32,26,8,6.2,82,48,1006,2012-07-08,37.472943725152284
33,24,6,14.4,82,57,1009,2013-07-08,37.8303061543301
31,25,12,21.8,84,40,1005,2014-07-08,32.17153903091735
33,26,17,30.7,78,43,1006,2015-07-08,32.44113662462941
33,26,15,16.0,77,41,1008,2016-07-08,34.41620999227555
33,26,7,0.2,75,36,1010,2017-07-08,36.522549213361245
31,25,12,22.6,82,50,1005,2018-07-08,34.01153903091735
33,26,13,6.7,81,34,1009,2019-07-08,34.67166923472161
34,28,7,1.6,72,40,1008,2020-07-08,38.51254921336124
32,26,8,3.8,85,29,1009,2009-07-07,34.15294372515229
34,24,3,6.8,82,17,1010,2010-07-07,31.920769515458673
33,25,11,13.1,84,39,1007,2011-07-07,34.40502512578676
32,25,8,13.6,84,56,1006,2012-07-07,37.502943725152285
31,25,6,7.6,85,57,1008,2013-07-07,38.39030615433009
32,25,13,18.6,81,41,1006,2014-07-07,33.22666923472161
34,26,17,24.7,76,55,1005,2015-07-07,36.18113662462941
33,25,12,5.6,77,57,1007,2016-07-07,38.90153903091735
32,26,9,9.7,79,56,1009,2017-07-07,38.445
30,25,15,45.2,84,62,1006,2018-07-07,32.33620999227555
33,25,11,16.4,81,24,1008,2019-07-07,30.87002512578676
33,26,11,0.6,74,46,1009,2020-07-07,38.02002512578676
32,24,5,9.5,88,53,1009,2009-07-02,37.51335921350014
32,25,4,10.4,90,67,1009,2010-07-02,40.86
33,25,6,21.6,83,39,1009,2011-07-02,33.6703061543301
32,25,8,2.7,81,43,1006,2012-07-02,36.477943725152286
32,26,9,15.0,83,49,1006,2013-07-02,36.269999999999996
34,25,9,2.6,76,28,1008,2014-07-02,34.33
33,26,20,43.7,76,28,1008,2015-07-02,27.28171842700025
32,26,9,3.5,80,27,1010,2016-07-02,33.615
33,26,11,1.2,77,35,1008,2017-07-02,35.77002512578676
33,26,13,19.6,78,19,1008,2018-07-02,29.6566692347216
30,25,19,25.3,84,49,1006,2019-07-02,32.4296606338756
32,26,10,9.8,74,51,1007,2020-07-02,37.19263340389898
33,25,5,3.4,84,34,1008,2009-07-09,35.528359213500124
31,25,6,14.1,88,38,1009,2010-07-09,33.6953061543301
31,24,13,1.3,83,40,1007,2011-07-09,34.68166923472161
33,25,8,0.8,82,32,1007,2012-07-09,35.10294372515229
32,25,5,7.1,83,70,1008,2013-07-09,41.65335921350013
32,25,12,3.3,82,64,1006,2014-07-09,40.22653903091735
29,26,18,12.2,82,61,1006,2015-07-09,36.82441558772843
32,25,17,4.6,74,51,1008,2016-07-09,36.91613662462941
34,26,9,0.1,73,30,1009,2017-07-09,35.565
32,26,14,21.6,81,29,1006,2018-07-09,30.79500556793564
32,25,13,18.0,80,28,1009,2019-07-09,30.75666923472161
34,26,7,0.0,71,29,1007,2020-07-09,35.51254921336125
31,25,9,17.9,90,41,1004,2009-07-11,33.335
31,25,5,9.6,89,43,1010,2010-07-11,35.53835921350013
31,25,9,10.5,85,47,1005,2011-07-11,35.565
32,25,7,11.7,87,68,1007,2012-07-11,40.37754921336125
34,25,8,1.5,77,25,1008,2013-07-11,34.01794372515228
33,25,13,0.0,70,49,1007,2014-07-11,37.91666923472161
33,25,20,16.3,75,25,1006,2015-07-11,30.231718427000253
31,25,14,38.0,81,59,1008,2016-07-11,33.37500556793564
33,26,11,7.0,79,29,1008,2017-07-11,33.740025125786765
29,25,16,30.1,89,70,1007,2018-07-11,35.745000000000005
34,26,11,0.6,77,18,1010,2019-07-11,33.000025125786756
33,26,9,5.6,75,65,1007,2020-07-11,41.24
27,24,11,5.7,94,84,1006,2009-07-13,41.19502512578676
31,26,5,18.4,90,62,1008,2010-07-13,38.49835921350013
31,25,9,5.9,86,63,1006,2011-07-13,39.495
31,24,8,7.2,87,48,1008,2012-07-13,35.962943725152286
35,26,8,0.1,75,16,1005,2013-07-13,33.32794372515229
32,25,8,21.1,86,53,1006,2014-07-13,35.81794372515228
31,25,16,30.1,82,46,1005,2015-07-13,31.765000000000004
33,25,10,11.0,81,38,1007,2016-07-13,34.55263340389898
31,25,13,31.9,84,72,1009,2017-07-13,37.051669234721615
29,25,18,9.0,85,51,1006,2018-07-13,34.86441558772843
32,26,13,13.0,80,18,1009,2019-07-13,30.00666923472161
33,26,8,1.9,75,53,1008,2020-07-13,39.517943725152286
28,24,12,30.2,95,80,1005,2009-07-16,37.13153903091735
28,24,5,3.9,93,64,1007,2010-07-16,38.61335921350013
32,25,10,3.1,81,25,1007,2011-07-16,32.637633403898974
34,25,7,6.3,80,30,1008,2012-07-16,34.467549213361245
28,24,13,5.6,89,74,1007,2013-07-16,39.45666923472161
33,25,10,8.5,80,45,1008,2014-07-16,36.32763340389897
33,26,14,5.4,72,43,1007,2015-07-16,36.36500556793564
33,26,7,3.9,79,22,1009,2016-07-16,33.22754921336124
27,25,17,4.9,85,79,1006,2017-07-16,40.1511366246294
29,25,16,8.7,86,67,1006,2018-07-16,38.275
33,25,14,30.6,82,55,1006,2019-07-16,34.66500556793564
33,27,11,5.8,75,73,1006,2020-07-16,43.100025125786765
30,25,6,27.4,91,37,1008,2009-07-03,31.040306154330096
33,25,4,17.7,87,35,1010,2010-07-03,33.824999999999996
33,25,9,4.6,81,27,1008,2011-07-03,33.43
32,25,9,21.4,84,43,1004,2012-07-03,33.589999999999996
33,26,6,13.3,83,61,1007,2013-07-03,39.7753061543301
34,26,10,13.3,80,30,1005,2014-07-03,33.54763340389898
33,26,21,16.3,74,36,1007,2015-07-03,32.8654545830265
33,26,8,0.2,74,43,1010,2016-07-03,37.792943725152284
33,26,11,10.0,77,29,1008,2017-07-03,33.250025125786756
32,25,14,40.2,80,28,1008,2018-07-03,27.325005567935634
27,25,14,11.5,87,47,1008,2019-07-03,33.07000556793563
31,26,13,28.4,80,69,1008,2020-07-03,37.37666923472161
30,24,8,17.2,92,62,1004,2009-07-12,36.782943725152286
32,25,5,14.7,87,44,1009,2010-07-12,35.41335921350013
31,25,10,10.7,86,43,1006,2011-07-12,34.67763340389897
30,24,8,39.8,91,65,1008,2012-07-12,34.05294372515228
34,25,10,0.7,77,23,1007,2013-07-12,33.51763340389898
34,26,8,11.8,79,46,1007,2014-07-12,37.19294372515228
33,26,18,28.9,78,36,1006,2015-07-12,31.23941558772843
32,26,11,27.2,82,38,1008,2016-07-12,32.07002512578676
32,26,12,37.9,82,58,1009,2017-07-12,34.39653903091735
29,24,21,36.3,86,66,1006,2018-07-12,33.0854545830265
33,25,12,5.8,79,34,1010,2019-07-12,34.37153903091735
32,26,9,22.8,78,57,1008,2020-07-12,36.63999999999999
25,23,8,15.4,96,73,1007,2009-07-15,36.392943725152286
27,25,4,8.7,95,69,1007,2010-07-15,39.075
31,25,10,11.1,88,57,1007,2011-07-15,37.47763340389898
33,25,8,0.4,78,22,1008,2012-07-15,33.10294372515228
33,25,11,19.7,84,54,1006,2013-07-15,36.39502512578676
32,25,6,3.5,82,54,1009,2014-07-15,38.8653061543301
32,26,17,32.8,78,47,1006,2015-07-15,32.4261366246294
28,24,10,10.7,92,63,1007,2009-07-18,36.81763340389898
31,25,4,7.3,88,35,1010,2010-07-18,34.405
32,24,11,4.0,82,23,1008,2011-07-18,31.55002512578676
32,26,9,8.1,85,52,1007,2012-07-18,37.964999999999996
30,25,9,9.2,85,58,1005,2013-07-18,37.46
31,25,14,3.2,81,39,1006,2014-07-18,34.555005567935645
31,26,12,17.9,77,54,1008,2015-07-18,35.976539030917344
30,25,10,5.4,84,49,1008,2016-07-18,36.17263340389897
32,25,7,34.0,85,49,1010,2017-07-18,33.25254921336124
28,25,17,12.7,90,58,1004,2018-07-18,35.34113662462941
31,25,11,29.7,87,49,1005,2019-07-18,32.935025125786765
33,27,8,10.6,73,52,1008,2020-07-18,38.472943725152284
28,24,8,5.4,94,46,1009,2009-07-20,34.49294372515229
32,25,5,13.5,86,32,1009,2010-07-20,33.17335921350013
34,24,11,12.6,81,25,1007,2011-07-20,31.620025125786757
32,25,9,16.9,83,63,1008,2012-07-20,38.325
28,23,13,15.3,91,69,1007,2013-07-20,36.54166923472161
34,25,8,3.3,74,25,1009,2014-07-20,33.70794372515229
32,25,10,8.0,83,63,1009,2015-07-20,39.582633403898974
30,24,9,3.8,85,66,1008,2016-07-20,39.43
29,25,10,31.3,87,67,1008,2017-07-20,35.44763340389897
31,26,13,14.7,85,46,1008,2018-07-20,34.93166923472161
32,25,11,15.4,84,40,1007,2019-07-20,33.76002512578676
34,27,8,0.9,71,58,1008,2020-07-20,41.587943725152286
28,24,11,5.2,93,63,1006,2009-07-17,37.55002512578676
30,24,5,9.8,92,57,1008,2010-07-17,37.32835921350013
31,25,12,13.3,83,27,1007,2011-07-17,30.866539030917345
33,26,8,9.4,83,39,1007,2012-07-17,35.73294372515229
28,24,11,1.8,87,76,1007,2013-07-17,40.56002512578676
34,25,11,2.7,80,32,1006,2014-07-17,34.96502512578676
33,26,13,20.4,74,32,1007,2015-07-17,32.03666923472161
34,26,7,10.1,79,22,1009,2016-07-17,32.79754921336124
29,25,14,5.4,86,73,1008,2017-07-17,40.16500556793563
29,25,19,6.9,86,78,1004,2018-07-17,40.4896606338756
30,25,15,42.7,89,63,1005,2019-07-17,32.99120999227556
32,27,8,8.0,75,61,1008,2020-07-17,40.20294372515228
33,26,7,10.5,80,25,1008,2016-07-15,32.83754921336124
28,25,19,10.4,85,72,1008,2017-07-15,38.32466063387559
29,25,16,9.3,86,65,1007,2018-07-15,37.805
32,26,13,13.7,80,35,1006,2019-07-15,33.241669234721606
33,27,8,28.9,77,63,1006,2020-07-15,37.96794372515229
32,25,8,5.2,86,22,1006,2009-07-10,32.002943725152285
33,24,6,7.8,86,46,1009,2010-07-10,36.70030615433009
31,24,13,13.8,84,42,1006,2011-07-10,33.20666923472161
33,25,7,7.0,81,51,1007,2012-07-10,38.06254921336125
33,25,7,0.8,77,34,1008,2013-07-10,35.53254921336125
32,25,13,0.7,78,57,1007,2014-07-10,39.07166923472161
32,25,18,12.9,77,36,1005,2015-07-10,32.59941558772843
32,26,17,24.7,76,46,1007,2016-07-10,33.42113662462941
34,26,11,4.0,74,49,1008,2017-07-10,38.59002512578676
31,25,13,30.0,85,62,1006,2018-07-10,35.296669234721605
33,25,13,2.9,80,19,1009,2019-07-10,31.721669234721613
34,27,9,0.1,71,26,1007,2020-07-10,35.185
31,24,9,12.8,89,43,1008,2009-07-19,34.059999999999995
34,25,5,2.2,83,20,1009,2010-07-19,33.408359213500134
32,24,11,2.4,83,32,1007,2011-07-19,33.59002512578677
32,25,10,3.5,82,39,1007,2012-07-19,35.39763340389898
30,24,14,19.0,89,73,1005,2013-07-19,38.12500556793564
32,25,12,1.6,77,29,1008,2014-07-19,33.421539030917344
30,26,12,15.6,85,73,1008,2015-07-19,39.78153903091735
28,24,9,1.3,90,60,1007,2009-07-14,37.685
32,25,4,9.7,89,63,1007,2010-07-14,40.10500000000001
32,25,10,14.1,87,67,1007,2011-07-14,39.50763340389897
32,24,7,3.1,83,35,1008,2012-07-14,34.50754921336124
34,26,10,2.8,78,30,1005,2013-07-14,35.082633403898974
29,24,10,9.3,90,70,1008,2014-07-14,38.90763340389897
32,26,17,23.8,79,35,1005,2015-07-14,31.3761366246294
32,26,10,11.6,82,26,1008,2016-07-14,32.10263340389897
30,25,12,11.3,85,74,1009,2017-07-14,40.146539030917346
29,25,18,19.9,88,55,1006,2018-07-14,34.08941558772843
32,25,15,13.1,79,29,1007,2019-07-14,31.471209992275547
32,26,9,16.4,78,68,1008,2020-07-14,39.8
30,24,10,2.3,86,68,1008,2016-07-19,39.97763340389897
27,24,10,12.4,92,80,1010,2017-07-19,39.52263340389897
30,25,16,5.4,84,43,1007,2018-07-19,34.45
31,25,10,35.7,86,37,1006,2019-07-19,29.727633403898974
34,27,6,4.4,71,55,1007,2020-07-19,40.6703061543301
29,24,8,27.3,92,58,1008,2009-07-23,34.04794372515229
30,24,9,10.9,91,49,1007,2010-07-23,35.065000000000005
32,24,8,6.9,81,37,1006,2011-07-23,34.14794372515229
